"","Space_Flight_1","Space_Flight_2","Space_Flight_3","Ground_Control_1","Ground_Control_2","Ground_Control_3"
"ZSCAN18",4.03516719760684,4.61299711661368,4.64722193650149,5.22749358839532,5.09773339139322,5.10530845184541
"ZNF211",3.63606045678027,3.50288708335209,3.76071960361944,3.86052115390069,4.01610765535982,3.56336852226762
"PDZRN3",2.04387522523797,2.03852113823555,2.11376815064549,4.85369738066688,5.31427286390667,5.37177435553544
"RNF2",3.64661707938211,3.41319293591267,2.42205980012119,1.34460098978801,0.840450590127678,0.756271421087187
"TRMT1L",4.06036482244256,4.41139788382476,4.05393164030491,3.54287332840758,2.5646964250975,2.49585747077773
"SEC22A",2.64278585492282,3.27258455809006,2.31991229747467,0.845274519346655,0.401163348870309,2.4788625386732
"CSTA",0.324859750285802,0.313205423308018,0.416278503793142,3.23352385448771,3.34081890000612,3.47215112162531
"DPPA4",-0.378825797165133,0.0468552961491017,-0.0833344085696235,-0.541104229501319,-1.0639810205596,-1.05424026897027
"POPDC2",-0.554350171087985,-4.09875182374296,-0.284310154687684,-0.197271998529092,0.442298165489169,-0.0337924005561521
"B4GALT4",6.2135129061123,5.00770720746451,6.1620083309154,6.533764969504,6.36309122611893,6.35034361820638
"NAA50",7.17862024973314,7.0284465277172,6.84375250528239,8.02933723219401,8.05089505256715,7.81323600386509
"KIF18A",0.491832780915637,0.274206456679306,-0.232927970526533,0.208501454132995,-2.58555271456106,-1.60524624261861
"DESI2",6.32395275010848,5.21039791762586,5.22357629897662,5.47570110249945,5.12629987124263,4.06772594408989
"MAPK8IP1",4.00062663415664,4.21225014594998,4.26279395692258,5.00015860493608,5.72194482927592,6.03759283951907
"CRY2",4.62145020480928,3.17100608474564,4.2520212621437,3.37566819058361,0.729450359885394,1.63360227255137
"PEX16",4.97887487348489,5.05963174043847,5.36647346124324,5.58124750165966,5.71789402634149,5.97237765583041
"DEPDC7",2.47802733414104,2.24278638522159,1.99720658009819,2.88864447057218,2.15726056259658,0.693307136188646
"CAT",3.79166054279024,3.37233588808417,3.96492271763455,4.2854430769972,4.03571921351698,3.41403232454519
"PILRB",5.48939742412596,5.51624834781939,5.67571506748119,5.01283236520261,5.66568474906094,5.66374644145886
"ZMYM2",7.19403260257736,7.36686079189861,7.16702345018288,5.20853671028879,5.2000098566406,5.73657139304565
"GJA3",-4.09875182374296,-1.8435313415457,-1.08893062225179,-2.14771581626382,-1.29932420574401,-1.29528267356102
"TBC1D15",7.18767475145788,7.12976092290387,6.33150008185882,5.56667843851897,5.16733826263351,5.03232337629051
"ADGRB2",4.31022449015718,4.06098426694818,4.70303752057811,5.03122600746273,5.48524532579373,5.33567151099654
"ZCCHC17",6.31255104899871,6.22175173524386,6.45221046510196,6.59413721158463,6.42948925693365,6.58071939498808
"FABP3",0.939081656241303,1.7405438542626,2.18751509911748,1.41500095228786,0.789625194754088,1.71218416390156
"KHDRBS1",8.07528143701834,8.25008975938449,7.8575340096849,6.97772240540233,6.73002544473438,6.39229088400414
"TMEM39B",3.60309939152119,3.75394233994552,3.85840826980279,4.0490737396243,4.31065176030588,4.58322370862211
"POLR3GL",4.71509493720795,4.63642771948294,4.59266661831834,5.57148186307165,5.5176880576458,5.62579669204392
"ZNF639",5.43863098452023,5.19982815926338,5.16382461987545,4.41493773128646,4.48517706972547,3.88020752952412
"PIK3CA",4.79325287759613,4.5088834883393,4.34071353892487,4.78533385996362,4.30720291704605,3.91802907316511
"PDS5A",3.5234266169926,3.70986349040968,2.59022577326667,2.08233708748231,2.05181848209806,2.23667033756034
"TMEM156",1.35312561932482,1.82676483488126,1.47009979575069,0.302739647846038,1.46226951623274,1.64645153822581
"LIAS",2.61944796954382,3.5925451188772,2.87438477390126,1.78444807484148,1.93144338967344,1.68895043117849
"CPXM2",6.46778509694751,6.50863132516157,7.32507064904713,7.50203233044136,5.59108547194315,-1.80797679278831
"TMEM54",5.32921369590342,5.45190349869519,5.72980132925081,5.68316240042856,5.61794534916938,5.64891233907105
"ZSCAN20",0.0759927700358,0.510743104373275,0.248803829238123,-0.0348334406941438,0.424095976883541,0.396403829450106
"CSMD2",2.24290952307787,2.46597290367158,2.92988816314074,4.63179937948349,4.75718030892378,4.55908777784024
"LRIF1",5.16396112983796,4.99473488766974,4.75028098208628,5.76183154395531,5.38729935890962,5.25285583075921
"CLCC1",2.63013919898381,1.7800910192598,0.627286170793134,3.80186693847028,1.37465115891083,4.28533378213289
"GPSM2",1.47783306236631,1.68081091022377,1.57637264640706,0.0382338923240241,0.676556930526108,-0.0472252917249318
"QTMAN",3.12429465085008,2.82021830857693,2.92201544215191,3.15881468261734,3.73742421389983,3.22125497121807
"CXCR4",0.426621289728421,-4.09875182374296,1.15608030233675,-0.273511434646619,-0.0899600388492711,0.530651339167632
"ZRANB3",2.09371029389799,1.61269145277166,1.66208334606818,1.62457812232147,1.88032820446296,1.66805729572075
"ACVR2A",3.73037214809299,3.78581669637306,3.25622938461064,3.68558220467584,4.88636745260109,4.92014561057503
"POLK",5.12527851160339,5.19225979550612,5.09536393507615,5.19889421586977,5.03612879388422,4.037510544611
"SV2C",-1.51336295050355,-1.0818189178115,-0.482028610623458,-0.926342369348678,-1.60361143406606,-1.07459584655583
"RPL21",10.7575840013072,10.9711851232355,10.8695246240063,9.82024630154508,9.90480237658015,9.96480534428012
"MTIF3",5.08063993792696,5.15116812761451,5.04706156482484,5.71113872510592,5.68579687237937,5.87600192243727
"GTF3A",6.58586594612917,6.28124744546925,6.65279974197988,6.54083117862741,6.72047803585805,6.76512971962097
"RASL11A",2.35888180785981,2.53917688048599,1.82787116946938,0.0913739264561717,0.232422175702277,-1.02284201610636
"UBL3",6.78050447967537,6.59150097956646,6.24687307291073,7.45201163456325,7.00019291255492,6.65056902140055
"FYTTD1",4.46086010384725,4.38974601838938,3.83239007768982,4.17079600793938,3.64747098485837,3.28262176409812
"MTERF4",4.32390107148749,4.24305691151949,4.23591420723522,4.5143790456913,4.51451430146828,4.45692879760865
"OCRL",5.45646678220311,5.41803517127517,5.389826794315,5.85211714947743,5.507997938468,5.30660034555745
"MRPS2",6.19049957747026,6.15980431592601,6.46799487779921,5.32597336330527,5.43835948369901,5.54317437232779
"FMOD",-0.0883632392247022,1.43448130034291,0.150797886572822,0.872913776327309,0.673222927578346,1.85489123163919
"LAX1",-0.685340165422913,0.560161279400937,0.151235940277341,-0.458263496966407,0.464509820525355,0.254351841796174
"KIAA1191",7.05320071976626,6.6824575848464,6.60553876856355,7.20977740309823,6.82667049710294,6.98508443911675
"COPA",7.38641659315563,7.1265848687763,7.49249815843551,5.20747949119758,4.42092749574245,4.44840539581491
"LY9",-0.350771465326971,-0.0777089062338249,-0.310659056692477,-0.947473452100402,-0.157725403141156,-0.15168534373359
"HS3ST2",-3.01631503955399,-2.28577655020669,-3.00846743780697,-0.140013952774038,1.68317650292707,2.09378259127913
"RBBP6",7.76495232707056,7.93176011373067,7.14210200801075,6.94423752841404,6.84101607330909,6.895368441182
"ZC3H7A",6.03494737664033,6.15020474576227,5.72200824204705,6.04571876504069,6.00448889849732,5.79335513960334
"SERAC1",2.28431001033679,2.15618738937377,1.81807054734527,1.53530809325135,1.32464025746834,1.71280620552207
"ANXA11",5.57656891118204,6.12523525064012,6.19950946267656,5.14594701464863,5.2170015855681,5.90130777220397
"PRXL2A",2.61714327628525,2.31823206133038,2.28312547420539,1.58111506382338,2.6248535882474,2.43172825240924
"ZNF205",4.46047709749077,4.73685162132998,5.16206208466938,4.15605509951634,4.30304061061771,4.75794593154432
"NAA60",4.99507250696912,4.86717663201617,5.10319726921297,5.66104796660148,5.89591630605214,5.95812117604833
"RPL5",10.0672737873602,10.3511624081107,10.3682880579975,9.07258047510804,8.69148245184966,8.50440471636303
"ODF2L",4.64907091085798,4.52863534719119,4.88579664569829,4.36939611764071,4.24466796830382,4.30729336197313
"PTGFR",3.03517127556248,3.88380239021488,3.59002055328544,3.579094473549,3.24881026673657,3.19477532913319
"SPATA1",-1.46781583393057,-1.16165276264403,-0.894000538685906,-0.594804222454201,-1.3364150678774,-0.777620839875164
"TRMT13",3.1240962508759,2.88564029372083,3.48688170595108,3.20437494319437,2.87288723815901,2.79039476593818
"RWDD3",3.58389204323915,3.25690114522146,3.0559542214464,3.05373997126343,3.0963455546286,2.72557848941502
"ZNF644",5.59445987426895,5.38871721162696,4.88933367798565,4.92013429603786,4.97472138122875,5.00847181430692
"CCDC18",1.66942328910531,2.00096298389321,2.72422747182622,-2.11449399562749,2.00474733960263,1.72188960075872
"RPAP2",4.76313726349787,4.56857382069046,4.52599047351233,4.27079578188039,5.13229864979044,5.19041240666587
"SLC66A2",5.53019076673136,5.78953941879735,6.15295092256439,6.12551299460386,6.44567841603196,6.57251345099664
"BBS9",1.30080143585877,1.73666906515702,0.578752026924696,0.552747817994029,1.72330561513121,1.65632023401425
"PMS2",2.0332887810133,1.60419875751322,1.15393199212876,2.8212402299742,2.33902446203316,2.20372006013905
"ZMIZ2",5.94306437664461,5.39306693617622,6.80792313183863,6.61323633694112,6.70674283605433,6.78755024748764
"SEPTIN7",5.89865046096061,4.97699509622734,5.45104722944969,4.44882747767713,4.5221586618662,3.62782509752985
"KLHL7",5.32633278186303,5.81455548124293,5.1722189148207,4.27034251644213,3.74221900764806,3.74157775909962
"HERPUD2",2.67732304477502,1.97905241859421,2.54140511217035,2.97162658900408,2.10035731719339,1.54982919343489
"CBX3",6.92805145853577,6.9096043893257,6.89290075755192,6.41641627305184,5.96191779130918,5.56899228021949
"HNRNPA2B1",6.0823949289711,5.83036306498905,6.10185146025034,5.82970825336168,6.09474982750086,6.21556619373284
"HYCC1",6.45690768293561,6.66579132855492,6.12818081822862,7.59324577057656,7.18600190429507,6.90459402829873
"INHBA",9.35171620931487,9.7707342776396,10.0208016027613,10.3491915277379,10.386046790346,10.6103491241169
"FKBP9",7.58629606720341,7.36593909047673,7.84164755871481,7.6918503651504,7.40266085761285,7.31234396143618
"NT5C3A",4.88865769604901,4.77311021005801,4.87739496863273,3.75598670409644,3.57610727480199,3.18103810331576
"ARL4A",2.79598488386204,2.06455931588988,2.49524486873166,2.44892072722395,2.35952263394363,2.16402619526744
"CCZ1",3.63416578865368,3.74496711366148,3.57867061404474,1.7241543093752,2.31163225919457,2.15246631440201
"POLM",3.62476844071279,4.26675210421704,4.24547406930503,2.52317089046621,2.45045945599926,2.64837026350373
"MRM2",4.88277659562572,4.65703780697257,4.77510331997539,5.06290515395542,5.26751675435403,5.38572924243575
"TWIST1",4.88399085205879,5.30322455393081,5.46613215456467,4.80991073659776,5.07055884936961,5.26252096274132
"SMU1",3.94575986900017,3.92209907324879,3.7917374142917,3.70930750447497,3.95004350642006,4.21476852367696
"GLIPR2",5.47652130541672,5.02076944985005,5.62042411708649,5.98416536019161,5.99261615854878,5.85963822305107
"SLC25A51",2.3031931321464,2.29733360738537,2.1407674275542,3.53073560962713,3.45489762007584,3.56171867631543
"CLTA",7.9500818822243,8.16546788535191,8.15778650879586,8.3719507788999,8.78944540711937,8.85335114070331
"RECK",5.59679772555993,5.58503105781099,5.90371459555537,5.7959622455173,4.53347322981315,4.02542135935117
"ACO1",6.34025976457326,6.30043129781953,6.53276110983346,6.2246211901087,6.08096818484417,6.13926705570126
"DCAF10",6.93697012013876,6.83598187001505,6.47567983296622,6.27975545254111,6.06994069846515,5.901358922766
"KIAA1549",1.66088190552458,0.795099740969002,1.88555992679975,3.14495143778794,3.07058032444036,3.2540687096723
"TRIM24",1.06917526083955,2.91475065097324,3.45389815929914,4.07622765739103,2.77106875075836,1.31257051707632
"CYREN",3.2743574325781,2.34950259809145,2.98128784903416,4.00041846135967,4.0131750435086,4.32288426569619
"CALD1",6.78276040782987,7.58143424302655,6.76051682878737,8.38400920793046,8.44617024557042,8.44591219637841
"AKR1D1",-4.09875182374296,-0.408667661724531,-4.09875182374296,-4.09875182374296,-0.614336807204536,-0.357829450259065
"NUDT10",-1.01357393828554,-1.32978448381019,-0.851894978049985,1.14155905733266,1.71549254928897,1.50016794305152
"PLAU",4.0710341274555,3.14007444548262,3.71279652548627,5.47413297499051,5.30368963318984,4.28663959801333
"SRGN",2.88706808611096,2.76568459081697,3.04321985142289,3.96137988446653,0.971784192144258,-0.511473269191353
"CHST3",3.27136405682854,1.283417581323,2.48342239845558,4.90248662275897,4.1107392463097,4.05752138758209
"BICC1",6.40153493182202,5.97800192841785,6.46782304071449,6.50962964611363,5.92188143900585,5.66908933003606
"CISD1",4.6260364830142,4.55818081160854,4.45187019914436,4.99012981971893,4.94090045509795,5.1509470841721
"EGR2",0.412035799657231,0.334441586053982,2.03190719963509,4.20531431243001,3.59840733804032,3.02419730255284
"ECD",3.71971920646797,3.91832290097311,4.36802312191251,3.90215341836054,4.31567258713318,4.58667953679125
"P4HA1",8.47656410862975,8.40271083658616,8.3459320961514,8.88387459681414,7.88047011891301,3.27108938805678
"SLC25A16",4.97922298600271,4.91224241438108,4.73874019820486,4.50539221040483,4.58903349995744,4.3959658315119
"ZWINT",-0.72816086009488,-0.813152361673326,-1.35557288315808,-3.02659406913788,0.771252418544644,0.0255556061682902
"VPS26A",4.81331710457111,4.41820023450536,3.70487953193705,3.8141814550587,3.54576190912926,2.56473627234375
"RBM19",4.87245566123202,4.76728642981083,4.9084258038933,5.18391398139408,6.18541936354732,6.11320335112977
"CIT",1.05412541988264,1.04223988391369,2.26622762508729,-0.362434980323361,-0.221532086299814,0.24768058359357
"IFT81",3.56608016827033,2.61320473051394,4.06501076318113,3.33730743660486,3.76650057504448,2.82261310371928
"ACADS",3.84829525069662,4.1074857341138,4.24552036999884,2.89832466452285,2.58902185295302,2.48002213837301
"HVCN1",0.0864797879373792,-0.431684166745996,-0.331866143273763,-4.09875182374296,-0.866457270983879,-1.42810964515758
"DDX54",4.89997103231035,4.91320832279138,5.08223701406955,4.90088684712702,5.20945811366435,5.1569441601261
"MED13L",5.22322856571404,4.89921030621943,4.48642516939698,5.22806231215178,4.65298820888373,4.27697702220095
"CDKN2C",2.24601810780983,4.03151841466753,3.0124928780603,2.79716745925877,1.51491358246541,1.67482650018158
"RNF11",4.99756702928753,5.34282243386724,4.47060126809956,5.60819246828431,5.4257003221787,5.25935901768639
"RASSF8",7.03090161154293,6.758546361779,6.51909055578214,7.90545458504731,7.26090644850268,7.21751377490732
"BHLHE41",2.52285511286489,0.117656177116073,2.63285963484438,3.12769882968962,2.96589710645729,2.56748003617356
"SSPN",4.38277613185472,4.00804301949041,4.53092693094177,4.96519347294166,4.00072560446175,3.70317891822199
"ITPR2",4.93327606913866,4.14668859660595,4.68352492922707,5.64876123855605,5.10120597973527,4.99959777743092
"CCDC91",3.8045374122643,3.62514318126625,3.8607569868693,5.16156641411978,5.16390489279393,5.46542506584481
"WWP1",1.71461197661977,2.46498515135009,2.10985703454813,-4.09875182374296,0.208943322774768,-3.06879313434126
"ACOT9",6.85573485969814,6.75611487856186,6.72352334967083,6.40780027533802,6.35664002544112,6.15170011463923
"PRDX4",7.23388472522541,7.58841224402742,7.74375122517599,7.75206188317313,7.55218909933925,7.56936358409327
"DDX39A",6.32537625986767,6.48846591851579,6.27323094946446,5.24055613773945,5.92451273768894,5.97331117287703
"PKN1",9.34296289015088,9.5970772208149,9.65718625052032,8.71065402669222,8.67937428414404,8.72093691191089
"TRIR",8.03226529989841,8.17438434703101,8.25943855568501,8.30513061612503,8.66825440870026,8.80908411210297
"ADGRE5",1.54009770250418,1.05864394970383,1.37874787571528,2.63848070050674,2.8406349276537,2.55525997720326
"WDR83",4.18149535802776,4.22199201303789,4.30042363171069,4.45229014938777,4.78000067054959,4.83252788619505
"GIPC1",6.75608264087267,6.61379054659732,7.12937309318479,7.59812038533359,7.64498603867087,7.7410801374401
"SPRYD7",3.35463001866368,3.52309512287346,4.02093322515927,3.95845450999479,3.87388835086488,3.91056369232743
"EBPL",5.82623243885586,5.83031948124561,5.74225050987137,4.99669599357831,5.02260398955029,4.96310216528917
"ATP7B",1.77070109732858,2.44538701516991,1.32701321364973,1.03107045108427,-2.44677744031525,-4.09875182374296
"ZC3H13",1.19051650966435,1.53067282966405,0.769611598068701,2.44613065811898,1.80749832709032,1.42229799321235
"NLN",5.39545294821095,4.93448735230553,5.07626093718306,4.94098778489675,4.19442733318069,4.50681021934478
"CENPK",1.85837120933055,2.10953998751775,2.22468903882476,1.03278728528881,1.0759097689025,0.905337974994518
"OPTN",4.27295297822838,4.69199106511332,3.97172763391536,4.74059261322067,4.47810800536998,4.68176794968122
"ITIH5",2.35526869307343,2.62966558838523,2.12878827815931,1.44831151408835,1.65005409832343,2.34723182374486
"ATF1",5.33001162315872,4.48540847158936,4.09070351633342,4.11102570541728,3.5961118245665,3.04268914573693
"TSFM",1.70056784148423,-1.06896297554492,-1.90900414887155,-0.558261221842901,-0.574649664173178,-1.04411309191512
"NCKAP1L",0.461931445162703,0.0210345896128148,-0.271634821771243,-0.46355112471983,-1.33939323562227,-1.3398750671847
"MMP19",4.19857374488399,4.6857494760215,4.87773823336887,3.65543626197289,4.22118023109471,4.37582076687991
"PFDN5",9.48455929110545,9.98236391897697,9.63405189059774,9.27880540341453,9.23731635809308,9.39786698984306
"SPATS2",7.3803406531985,7.40650450848082,7.39280478421878,6.49787209006041,6.02575852389884,5.78369161023451
"ORMDL2",4.39572095610723,4.19105607183355,4.68307044957689,5.5805837937639,5.572225035707,5.69009836931127
"NR4A1",4.21034230875304,3.96023530100423,4.10422046277096,2.5554356599721,0.22429716433426,0.662202113224823
"PDE1B",-0.842029846382487,0.65006568110326,0.0571266454748683,-0.799740317826732,-0.765908518476152,-0.224625487867522
"CDK2",5.69254893145369,5.02263086600899,4.97533832357073,4.38101664179027,3.76198830542917,3.52914339654987
"LRP1",9.48759404119895,9.79501113219334,10.2047252179745,9.7248642356426,9.96597750124062,10.0669316794038
"ATG101",6.23136996392129,6.20945123941045,6.26987753858171,6.87206059408735,6.76015662925694,6.81375448583291
"NFE2",-4.09875182374296,-2.29804961935221,-2.28903154293155,-0.740816883240193,0.0171149673961558,-0.582293008473648
"IKZF4",2.60930886128876,2.28390743261269,2.84780443163364,2.31816410407635,2.41713551033107,2.82591378126127
"SMUG1",3.27785550893318,3.18241023629338,3.20747250238675,4.4574578532569,4.57698681142035,4.71094318087404
"TUBA1B",8.29163518113616,8.25748830502001,8.55796367032294,9.52855788676839,9.45801996474317,9.32402666785453
"EEF1AKMT3",5.57295736903218,5.76199932114748,5.16167868981717,3.64127637339705,3.63827890185336,3.55106584914932
"KBTBD4",2.86324420471726,1.80650017027883,2.88319530294638,2.05719226938729,0.822513252924167,0.699200180054147
"SARDH",-0.460717309838373,-1.80498099447357,-1.23155813991419,-2.75418942831852,-1.06019289022404,-1.92848991415455
"ATPAF1",4.99442296825737,4.8837459951546,4.80768474769837,4.25974443327674,3.32890916982605,3.64281231976756
"STIL",0.0832691374172264,1.43402779265636,0.70388464181922,-1.09640139807183,-0.479655425448365,0.335804528173982
"HJURP",2.91086543203605,1.9170926816968,2.2372302644654,0.1110884514584,-0.143521389851193,0.318057645835298
"IL13RA2",5.76716209279086,6.36924990519299,6.09566359004484,7.67738973164355,7.21831250663039,7.22848250294924
"COL10A1",-0.841262924354309,0.771978609697033,1.46018689790412,0.131632982286375,1.52503355789037,-1.35747897810969
"AMD1",5.97657594983664,5.69247655482382,5.50117441824407,6.81242403855158,6.74354786005881,6.69966502800725
"NDUFAF4",3.56835036383974,3.44671332873096,3.66384176740131,3.22088094707071,3.7673413310341,3.26991469690118
"USP45",4.3830008404741,4.24704429417137,4.15336718065043,4.76010140219751,5.26400681712205,5.34727081096313
"MORF4L2",6.37889634534933,6.28700023556273,6.19219007755689,6.23532624621081,6.06848824892884,5.60968754127398
"RAB9B",-0.550616573308427,-1.53388059834491,-2.38515838427047,-4.09875182374296,-0.279001696286835,-0.287025770568358
"FAM199X",6.16139394422447,5.89841554551383,5.50407420299428,6.14621650340411,5.76989028566211,5.47002760891591
"RAB9A",3.1124565635794,3.2558604607937,2.59019296575614,2.54904534266273,1.98633133653583,2.31157520684797
"METTL8",4.61567405913592,4.12914631209002,4.02016713306414,5.55277297002114,5.63559920040377,5.54825078972566
"TTC21B",4.56883644079088,4.71794315346856,4.52289206635342,3.42607527628343,3.33682171903508,2.7819379796462
"NMI",3.58497610895283,2.81067885633778,3.31912523277688,3.39402328013825,3.20042867080644,2.89431115595887
"TNFAIP6",3.51305600303771,2.86588209821411,3.26659706554669,6.14734570206686,6.75206909268316,6.80876445773928
"ACVR1C",-0.295191185095545,-0.526071176544953,-0.55214248097077,-0.767899038342611,-1.99103073276647,-1.29489538396598
"BAZ2B",4.09572018593865,4.29696627192109,3.85658872378472,4.70181533684716,4.7921511220165,5.12981107579079
"SLC36A1",2.32168466080299,1.35122668165535,2.43001347041912,3.96002496261088,3.39805443192456,4.41908503973119
"LPGAT1",5.88855599431665,5.62682623531677,5.4070771489575,5.18471340177302,5.25166687806171,5.30489911718008
"BATF3",2.7828256288516,2.75951649225385,3.12716455326808,2.50053288683466,2.24653623784758,2.49572081365648
"G0S2",4.90300160960838,5.19107221635854,5.20162000706478,5.41819445901335,6.5382914291733,6.78329534439946
"KCNJ2",-1.13488147300707,-0.745732932488652,-0.398598961160421,1.05756992468656,1.36265481984666,1.20310407223608
"RAP2C",6.08024782846852,6.01687913762621,5.59560796374362,6.33037270233955,5.73305271833152,5.45950650044974
"EXOSC9",4.68804184050631,4.47204162108552,4.58660813156083,4.33035229630538,4.01804496524176,3.97486538242055
"PLA2G12A",5.17909339524816,5.307389978244,4.84429399891886,5.41319037452592,4.97013103463018,5.19585593677867
"B9D2",1.3545609960818,2.08872259696296,2.0119695536667,3.36155210956941,3.93343180197251,4.09251232009478
"COQ8B",3.30726528649032,1.97588295809942,2.71180315900669,2.09974860296271,-0.634821684576181,1.53653607376942
"PFKFB2",2.36532264595004,2.02979906564411,-1.90868394004975,1.38211020033085,0.524735579437631,1.77668355526753
"C4BPB",0.109066334703975,0.381537046430399,-0.01284359286085,-0.0739601664415985,-0.549680823893289,-0.411401570267247
"RAB38",3.17147505162691,2.75161648578357,3.06293565650488,2.56372707537903,2.97589359192676,3.3751379979136
"GPR83",-1.44766538176556,-1.24659867135963,-0.884409524523384,-4.09875182374296,-1.58293780697346,-3.18548036841488
"AGO2",6.81700094473866,6.7747083667903,6.53118706924457,6.0569976266778,5.64650842029353,5.76362156853139
"MXD4",7.02561665355267,7.01256618533589,7.52838974662148,6.42717562079924,6.44322535166257,6.42154049847941
"CKS2",3.84439418168246,3.92672584131391,2.9142132326801,2.89800438038417,2.37069887343045,2.36984662604353
"DAW1",3.07117308056823,2.47167985286464,3.69152936880801,4.85533401752957,3.94897500606272,3.63347955356299
"ACSL3",6.13740599939265,5.99336357879315,5.47704433424837,5.93341857072536,5.64296646685695,5.52203815354172
"CHPF",7.60584428677992,7.58103566571798,8.18350619558202,7.58665677844832,7.77386472541781,7.65232067400718
"DNPEP",5.49193323479052,5.74925867777005,5.84102365795416,5.60610433628336,6.16246805799091,6.30600038188447
"INHA",0.290729561583193,0.556778770861349,1.77081907695769,-0.125790968550117,0.0545688291464751,-0.0517985932404904
"OBSL1",5.05353130419098,5.33138104074057,5.65144762640482,5.81132915354547,5.92853640463454,6.0328743861079
"SLC12A4",6.64673559829646,7.01316638418795,7.47279037627636,6.75792884932098,6.68111443120074,6.39305097417181
"ENKD1",5.2605994884173,5.58632392332438,5.69624944489623,4.84291094004947,5.05522630357351,5.08996153127267
"CTCFL",-0.074880099462626,0.595088924961476,-0.0980200441401162,-0.269097009179939,0.040654984315926,-0.0696467139565966
"MIMS2",4.95810453755997,4.35492235419383,5.05116074668133,7.11167932309104,7.34141759963015,7.45890868751299
"PI3",2.27699765912247,2.56850191644719,2.35506564810047,5.07103513157728,5.96809454044858,6.09279440980851
"FAM209A",-1.4604335100185,-1.50783530041468,-1.03359585817206,-3.00608494610829,-3.597000360007,-3.58316668467953
"SNX21",4.93818962777986,4.98877361834595,5.59823415252429,5.46257944559006,5.93861180610542,6.0371215282024
"SLPI",-4.09875182374296,-4.09875182374296,-4.09875182374296,0.200267129612205,1.01800000820052,1.10872581619116
"WFDC3",1.29067422413486,2.38029603709574,1.96509041196275,2.22844506586274,2.66084825085623,3.07038464564243
"TTPAL",2.94903341392446,2.97125625593828,3.34997026128355,4.97803241745712,4.72420330312775,4.44717602963143
"PREX1",5.58857873281479,5.19217607609563,5.83352676180591,6.13213607287437,5.97941110491765,6.14311448273528
"KCNS1",-2.77892772961906,-2.06910200895387,-1.78094605713236,0.357004010012041,0.000584507047324215,0.304677862407115
"SLC12A5",-2.18066627821802,-1.25512730726897,-2.59866318505094,-1.45623704623606,-0.960985152382738,-0.21464203712548
"SDC4",6.62720988439451,6.99251759701457,6.56911106796197,7.03605746599736,6.1553422368845,5.56878213874846
"NCOA3",5.22657821465415,5.86253919314915,5.25180071636128,5.31356309057356,5.08684792207879,5.18224810530784
"PIGT",5.15463824543265,4.93789075954491,6.42528063755874,5.65261673875543,4.96078401750966,4.83782543772087
"MATN4",-0.491829104052836,-0.402170370749175,-0.532185695271491,-1.61707437875721,-1.20569199388933,-1.77977897987726
"VAPB",6.37629732707522,6.51448756934162,5.78792534442126,6.2008542914615,6.21086961127104,6.3509328748283
"PARD6B",1.68478855679292,1.03776811395253,0.697711492587409,-0.350758939395232,-0.88483079648569,0.243217916081943
"ATP5F1E",6.38124022909707,6.53866590736586,6.32707701517726,7.00406537933721,7.20897761299838,7.26200308014562
"CHD6",4.85269903295543,5.02651499343624,4.76226112467147,5.08785076211648,5.40795509277468,5.61016042852653
"PLCG1",6.4199676257033,6.2426708949096,6.52886402976277,5.58175849252664,5.65697879894187,5.62906178769858
"TOX2",5.03223125901049,4.58735241981899,5.14426261528382,3.71132232173675,3.76977126908115,3.79761892489444
"SRSF6",6.43343035573671,6.84653512993825,6.49132601536553,6.15973211598275,6.44739088760322,6.34499929858659
"ARFGEF2",5.0106288409235,4.45834451793236,4.49980183628168,5.43808565240839,5.04884316027489,4.57483390857316
"ZNFX1",5.94197202358021,5.512634726305,5.94642541684629,6.76461533506301,6.91722973926417,6.9857747693548
"CSE1L",4.07600319022112,3.83825309605982,4.10348400679915,3.69076208253642,3.82237876831135,3.49342117485308
"RAB22A",6.75725000670023,6.600585962489,6.02711769191003,5.92808368808177,5.54699338627194,5.29627491701991
"PTGIS",7.72013087477689,7.83462875528126,8.10803604641238,8.27917987417201,7.38756030171928,7.28197889945148
"STAU1",7.63155130384157,7.49206745520198,7.47436720873768,6.77780193474441,6.79428632738883,6.3101221819685
"SNAI1",4.71237368583589,4.64328720712101,4.86940554088609,2.62330301733804,2.23303491708307,2.36878193314469
"MOCS3",2.53632230967545,1.92175820840064,2.41638979360767,3.82267891029245,3.85019572046954,3.54455603471066
"STX16",7.61402169393572,7.64869899230932,7.51514545928357,7.63581524435745,7.63529919180426,7.56248485299481
"NA.15",4.19475698626576,4.63826827487669,3.779820082363,2.26680050333091,1.3794986403991,1.78315253395407
"PMEPA1",6.40446094466199,6.10765933392182,6.57972908446933,6.61338556872125,6.88721752338081,7.02122780915632
"RNF114",6.67792738617271,6.818570939349,6.97530644141889,6.7487788697094,6.56483829713124,6.37855995447484
"ANKRD60",-0.975456315731333,-0.140444262204653,-0.158438069164089,-0.745027904673542,-1.18302266996706,-0.988327690789679
"DDX27",5.68309874392054,4.93166049024364,6.01032641774491,5.47214859054907,5.75206647898293,5.73556547518753
"BCAS4",4.47381462099748,4.32848715019449,4.8077258265721,4.12338259761952,4.33498032449333,4.39251172166727
"KCNK15",-1.07918973533535,-1.44082012689397,-0.636051294783867,-0.640158660635031,-0.582655483579333,-1.26152233838968
