"","Space_Flight_1","Space_Flight_2","Space_Flight_3","Ground_Control_1","Ground_Control_2","Ground_Control_3"
"LDLRAP1",3.66681431825068,4.09324345912001,4.20510510259867,3.43394909460078,3.38855037266995,3.56222971952262
"AGAP1",5.99761872327406,5.81214827710161,5.96272947826771,6.38752199957752,6.1751532653859,6.30729250730883
"KRTCAP3",1.39049428994829,2.10053946929596,1.72378998572291,0.350696695601671,0.648504087434645,0.702980580603965
"PAFAH2",2.97790638750668,2.63732896435976,2.50532187582654,5.12804801749037,5.36205283086756,5.37793266239223
"SLC30A2",0.362432562309003,0.86722578982155,0.388901398735204,-0.399575853788478,0.448353246284646,0.303428087620747
"BABAM2",2.1143131149794,2.60627694613347,2.69759994433877,3.6657586816161,3.78891301132731,3.94068605064615
"CFAP251",3.51789206992917,3.55424770939801,4.0823030384084,2.8931909427484,2.60233823872695,2.53766289708541
"MRPL17",5.84083240009543,6.02951761145777,6.24725785674036,6.26602092153276,6.19648518614835,6.18019727126861
"DUSP2",-4.09875182374296,-4.09875182374296,-0.96698045352182,-0.683719867231282,-0.360403977598283,0.214637186849981
"UBXN11",3.41292795916775,3.1018087608045,4.00721129976502,4.07273612785443,4.90005255332462,5.03769349429805
"PTPDC1",4.23299422296569,4.07084915542762,4.23404720816834,2.73258280319876,2.60436120698812,2.32560259022605
"GALNT14",-3.00061735831245,-1.59127597063987,-1.46540593273861,-0.569587953734383,-0.675697503788929,-0.238035696453896
"NCK1",5.89552848908482,6.08874542735131,5.25351867271541,5.20198929063551,4.59360246794396,4.18389771251073
"RHPN1",2.18425241163103,2.25895519712098,2.78878963578001,-0.244005959182135,-1.15872396008499,-0.684724007667039
"TPRG1L",5.29321787969357,5.91633828186896,5.63952486044089,6.0783603207877,6.3938727653351,6.60736022464364
"LRRC43",-0.806444356469222,-0.788274367275171,-0.893700515036344,-1.53921706979,-3.35981505336244,-1.95439220109232
"PRXL2C",4.34716501327737,4.36569479422693,4.00520834057644,3.60676949088974,3.62792786851761,3.52223948180091
"XKR8",3.46200792269178,3.27363733521499,3.9957196483193,3.15601558089924,3.03140809377202,2.97401841086536
"CNNM4",3.99057328620994,4.29586462058567,4.01906417645758,4.40278621382822,3.77211998327594,3.54083528713838
"EYA3",5.04243055639679,4.01703880886566,4.41757668118921,4.21429529865064,3.27472040495546,3.49485803692418
"DZIP1L",1.26117868783372,0.363354393908765,1.68746774670879,0.940485296779619,0.309469327130831,0.533570114334102
"FANCC",3.3148060139266,1.91836470387263,2.91173870249396,2.89957939136272,2.32787076347425,1.17192489522834
"MRAS",5.09215811402314,4.62968398091975,5.15245618407384,5.78097864561977,6.1413677946918,5.929229150651
"WASF2",8.33351150909235,8.44342833663215,8.1729724856369,7.70085961238625,7.66908071392251,7.72062868090702
"ABHD3",2.03456860172591,2.34170161658888,2.1690270564129,1.68150686567379,1.86500633912488,2.0629290175176
"ESYT3",-0.496873513344891,0.636042734158812,-0.0213797429335212,1.17750374769774,-1.3668480883441,-0.466134085526189
"FAIM",2.71842066701139,2.66961226633602,2.22204014758523,2.88947955538523,2.70539458970483,2.58877477089234
"CLSTN2",-0.516985765684177,-1.0911649441212,-0.477621992815598,1.05096289148293,1.48565725085813,2.07021961550897
"COLEC12",3.51500908255073,3.67977609651734,3.57517516404054,4.00865194092199,4.0909174991314,4.28780525291524
"RNF207",2.80393535375354,2.23677791415151,3.15419187745983,2.0685644357872,2.74822445036582,2.29228162100437
"CUL4B",9.08179510683541,8.849691018742,9.11212187107399,6.45438524979509,5.31661883349166,4.83924524769385
"GPR153",2.86105903903522,3.11296787766563,3.70600917757583,3.21126007972272,1.89063448183133,1.84300021403165
"SLC13A3",3.66389862050273,3.5192877534202,3.38602347856691,3.69453520574811,3.24338469592188,3.27837403743771
"GPRASP2",2.26497651478619,2.72266836944024,3.38720975970753,2.6987385160973,2.98632967980741,3.47099489594901
"RHBDL2",1.43734718772473,1.41871409571254,1.95491404588752,1.37148701998315,1.09020377627562,0.481181849739187
"AUTS2",1.72227624932787,0.736585951711868,1.89959423286936,2.83687385731797,2.14339484179572,2.3231304029255
"SHROOM4",2.05366096210694,2.54037584478889,2.27196039259348,1.25909905396,2.6895450766418,2.61384815497208
"H2BC5",2.27248912741358,1.00777934627058,-0.168409408046649,4.54049691478801,5.18727760618667,5.43122507631753
"H4C8",-0.448084099403265,-0.422232655390375,-1.06426781409501,5.22393122311357,6.13780386512997,6.4044126374729
"MITD1",4.65539302601476,4.69602125378923,4.4700125119886,4.78837176969831,4.65417791193108,4.75156666660791
"EIF5B",3.00952567896963,3.07466170077608,3.08914727744782,2.7695368489734,2.75747989547321,2.2584324122841
"TMSB15B",-0.00693446117913966,1.23668744650341,1.12987661398371,-1.63757854662878,1.29236088999347,1.39681655794332
"CATIP",-0.233000040964367,0.75179658552877,0.550352435737946,-0.0222348733393176,0.301393036879612,0.594810233533097
"CNOT11",5.34990507949096,4.90777989819439,4.93767622303987,4.94298032092388,4.63199876632617,4.34813164180197
"KCNB1",1.49361411097127,1.46277243058529,1.18608995567795,1.12147420947351,1.18474585862628,1.66731208748786
"AHCYL2",2.55487193384769,2.2090877709525,0.85173989075162,4.12331263038815,3.62318606629004,3.45870463610952
"B4GALT5",5.52497193531233,4.89580458612061,5.15678807227277,5.1145382895699,4.47289114293078,4.70551649097522
"SPATA2",2.94957284174395,2.85211743403106,2.51951482972474,3.32245012440406,3.25972029653695,3.01575024319464
"FAM86C1P",-1.79933828667828,-2.1555905387685,-2.47175328715842,1.24461335803053,1.31371706988054,1.1841153825688
"DNAH3",-1.63589280434582,-0.378079088331666,-0.704376266381485,-1.58450044017309,-1.24695758421661,-1.77961827330021
"TSR2",3.90608690071799,3.81756493788691,3.58457433516416,3.50748994529566,3.67366863434655,3.68206389851957
"ZC3H18",5.69054315257749,5.3342556089279,5.36524921533073,5.38137832091913,5.43312621577519,5.58237100655069
"ZFAND2B",5.41973455463611,5.7658860527598,5.58876121908232,5.47395904506237,5.94256940491919,6.1043245145538
"GDPD5",3.61664740782064,3.35408927177647,3.44720418969512,2.22318604639157,2.1926301441946,2.03902955128885
"TMED4",7.21619835831746,7.25068116422488,7.27928027096798,6.94853658820333,6.32984663163972,5.84682181443943
"PPP1R15B",5.67542603122821,5.41692384685723,4.80514211372319,5.40940806507325,5.14290985448257,4.96177979820167
"COPG2",4.66434974991502,4.32224887919095,4.86928089688441,5.38951413846635,5.08747364420597,5.0118773863192
"EMSY",1.81825708770719,2.04232557817235,2.85401899047955,1.51967581543161,2.38479835754728,1.06117025099445
"PAGE5",-3.43308076213966,-4.09875182374296,-4.09875182374296,-0.686156212730104,-0.0584772864177503,-0.464107151101893
"GPAT4",6.28368033743632,6.53954957987757,6.43617192316472,5.81925358537397,6.06318067914273,6.15239347653446
"ZSCAN12",2.80740705574173,2.84616924230949,2.47256668471141,2.66359921024023,2.3823298020492,2.07198422900367
"TAGLN2",8.87265522254646,8.82884750787492,9.22573040284035,9.98568401357329,10.2337661161105,10.2920891165457
"ELK4",6.46789192770968,6.35618212566859,6.07115388777423,6.07029166829527,5.37939798961272,5.08982783861371
"SLC45A3",-1.45944267533875,-2.10438749991005,-4.09875182374296,-1.37339093847507,0.518304356347886,-4.09875182374296
"DUSP23",3.8953959067198,4.14163412016151,4.0886568265532,4.6664483773595,5.24364992600578,5.33249789542844
"RNF166",5.05534010522142,5.33458858326777,5.1094587273715,4.26372870870435,4.62418475079879,4.43873987853484
"NBL1",6.40045882729052,6.89533310602812,7.86004276225278,7.58197567488426,7.64507955609888,7.69826297076937
"HTR6",-1.92181487445974,-0.857440319853286,-1.23056052735079,-2.4649084189264,-0.232257398695922,-0.201255772489549
"F11R",4.68935260102881,5.15066353131464,4.93531000970654,4.63676409497014,4.19135576448107,3.95109511518139
