"ENSEMBL","ENTREZID","SYMBOL","GENENAME","logFC","logCPM","F","PValue","FDR"
"ENSG00000258405","147660","ZNF578","zinc finger protein 578",-2.32802533640262,3.73697447145523,58.3914553299011,7.94825658987798e-05,0.0011283576008969
"ENSG00000136531","6326","SCN2A","sodium voltage-gated channel alpha subunit 2",-4.11186797376012,0.207114941270458,53.6884324225159,7.96662420099023e-05,0.00112846856878543
"ENSG00000139629","11226","GALNT6","polypeptide N-acetylgalactosaminyltransferase 6",3.71523510864219,1.3118183284028,58.9683223720288,7.96917560803442e-05,0.00112846856878543
"ENSG00000228436","105378663","RRAGC-DT","RRAGC divergent transcript",-3.30971423425496,-1.10837744396284,45.7224682962574,7.98080030545595e-05,0.00112846856878543
"ENSG00000184185","3768","KCNJ12","potassium inwardly rectifying channel subfamily J member 12",-8.89263473668064,-0.0924479406751233,103.772555255229,7.98180744244907e-05,0.00112846856878543
"ENSG00000168685","3575","IL7R","interleukin 7 receptor",-2.14131715446868,3.30609620080599,58.3162571370737,7.98353417725779e-05,0.00112846856878543
"ENSG00000063177","6141","RPL18","ribosomal protein L18",0.965777201440767,10.3437370410353,58.3045682032307,7.98589624072429e-05,0.00112846856878543
"ENSG00000198625","4194","MDM4","MDM4 regulator of p53",1.35398373883025,5.24948897396419,58.2382587106614,8.01695626183496e-05,0.00112911802807314
"ENSG00000162702","23528","ZNF281","zinc finger protein 281",-1.28741595311907,5.92266885053345,58.23445861495,8.01872135626586e-05,0.00112911802807314
"ENSG00000243695",NA,NA,NA,8.15509899642038,-0.822258703544514,103.733999548161,8.02049322194433e-05,0.00112911802807314
"ENSG00000072135","26469","PTPN18","protein tyrosine phosphatase non-receptor type 18",1.98030749993034,4.12903924883351,58.2291858513877,8.02225208544016e-05,0.00112911802807314
"ENSG00000178896","54512","EXOSC4","exosome component 4",-1.57308801236361,5.5259505693495,58.2218972887398,8.02463577321506e-05,0.00112911802807314
"ENSG00000248858","441369","FLJ46284","uncharacterized LOC441369",2.76079466040399,-0.0349984656434347,59.0419811264421,8.02737150061797e-05,0.00112911802807314
"ENSG00000178919","2304","FOXE1","forkhead box E1",-8.77503074126026,-0.208222217972879,103.520174941504,8.0361144090428e-05,0.00112948295098788
"ENSG00000118985","22936","ELL2","elongation factor for RNA polymerase II 2",1.3771010987816,7.55219328133831,58.1484724664402,8.05918176179491e-05,0.00113057312776348
"ENSG00000088832","2280","FKBP1A","FKBP prolyl isomerase 1A",-1.29625275370212,9.2817667824527,58.1401763564517,8.06309915993628e-05,0.00113057312776348
"ENSG00000103187","23406","COTL1","coactosin like F-actin binding protein 1",-1.38537895155836,8.99431722293964,58.1234120627316,8.07102508669458e-05,0.00113057312776348
"ENSG00000279881",NA,NA,NA,-4.08623993548187,0.491003910666697,56.1293977066164,8.0721171103244e-05,0.00113057312776348
"ENSG00000163170","388962","BOLA3","bolA family member 3",-1.39547094257739,4.66772741593274,58.0992468120836,8.08317880698823e-05,0.00113057312776348
"ENSG00000277534",NA,NA,NA,-2.75561967212695,0.987134193710645,58.4893569934566,8.08387564173508e-05,0.00113057312776348
"ENSG00000168811","3592","IL12A","interleukin 12A",-2.51835353634686,2.35968305570237,58.121799061501,8.08695204072518e-05,0.00113057312776348
"ENSG00000264301","101927642","LINC01444","long intergenic non-protein coding RNA 1444",-3.80161612344161,2.11985730560746,58.2948422312937,8.11666606362784e-05,0.00113331918171592
"ENSG00000170873","9788","MTSS1","MTSS I-BAR domain containing 1",2.94727902979693,5.70624294600692,58.0152998222495,8.12288004935248e-05,0.00113331918171592
"ENSG00000006128","6863","TAC1","tachykinin precursor 1",-9.86858220228318,0.824253429873426,103.040664339789,8.12510268002106e-05,0.00113331918171592
"ENSG00000126767","2002","ELK1","ETS transcription factor ELK1",-1.0958911911404,5.88166886317276,57.90952838544,8.1730276680729e-05,0.00113796073509955
"ENSG00000106400","10467","ZNHIT1","zinc finger HIT-type containing 1",-1.27203774340725,7.93423087317849,57.8948478597671,8.18007501835721e-05,0.00113796073509955
"ENSG00000148331","140459","ASB6","ankyrin repeat and SOCS box containing 6",-1.42541280641697,5.66231840353063,57.8826543682258,8.18596769955354e-05,0.00113796073509955
"ENSG00000186184","51082","POLR1D","RNA polymerase I and III subunit D",1.24883611954541,7.09904126933788,57.8790943739047,8.18766090262334e-05,0.00113796073509955
"ENSG00000237264",NA,NA,NA,-3.20299731737672,-0.876889153938875,49.752319013406,8.19393504823401e-05,0.00113796073509955
"ENSG00000075213","10371","SEMA3A","semaphorin 3A",-2.8727964605914,4.77900758969148,57.8659901550255,8.19554737363474e-05,0.00113796073509955
"ENSG00000185252","7625","ZNF74","zinc finger protein 74",1.47579292151251,3.98342408505103,57.7877285385798,8.23266232911472e-05,0.00114150904836787
"ENSG00000272277",NA,NA,NA,-3.42562928744004,-0.70151710217551,49.5835707521382,8.24141024464412e-05,0.00114150904836787
"ENSG00000123416","10376","TUBA1B","tubulin alpha 1b",-1.06403655779862,9.0033218199249,57.7617428131392,8.24443769532209e-05,0.00114150904836787
"ENSG00000104889","10535","RNASEH2A","ribonuclease H2 subunit A",1.29480230006917,4.4196953928247,57.7592551395317,8.24595812294048e-05,0.00114150904836787
"ENSG00000279520",NA,NA,NA,2.64699819563178,1.09280020469448,57.9304202344477,8.25794169335121e-05,0.00114219780166983
"ENSG00000189067","9516","LITAF","lipopolysaccharide induced TNF factor",1.27306368492225,4.55208049959147,57.7156796476178,8.26715445011388e-05,0.00114219780166983
"ENSG00000172830","54961","SSH3","slingshot protein phosphatase 3",2.00235252562726,3.32786087879206,57.7148675960535,8.2695866969019e-05,0.00114219780166983
"ENSG00000185274","64409","GALNT17","polypeptide N-acetylgalactosaminyltransferase 17",-8.28766883981389,-0.64988405170962,102.357637872282,8.29627679692229e-05,0.00114502332651737
"ENSG00000196632","65267","WNK3","WNK lysine deficient protein kinase 3",-9.50977860908912,0.487568981223587,102.182283153752,8.31073790502285e-05,0.00114615807293746
"ENSG00000255302","23741","EID1","EP300 interacting inhibitor of differentiation 1",-1.22306789170732,8.05866959730361,57.5868903349562,8.32996429933776e-05,0.00114656813379458
"ENSG00000132432","23480","SEC61G","SEC61 translocon subunit gamma",-1.07022259330441,9.07577714371201,57.5821603062524,8.33229286887461e-05,0.00114656813379458
"ENSG00000175137","80851","SH3BP5L","SH3 binding domain protein 5 like",-1.3660932849782,6.27312599212114,57.5818897447725,8.33243581173525e-05,0.00114656813379458
"ENSG00000106537","27075","TSPAN13","tetraspanin 13",2.69847273604452,6.13087051286443,57.5569478391351,8.34475903039205e-05,0.00114740436667891
"ENSG00000173272","653784","MZT2A","mitotic spindle organizing protein 2A",1.24838633680571,6.71901454439836,57.4803515806557,8.38262908402346e-05,0.00114916766289621
"ENSG00000107902","64077","LHPP","phospholysine phosphohistidine inorganic pyrophosphate phosphatase",-2.30734659065192,3.37610109905217,57.4674962572836,8.39237917692821e-05,0.00114916766289621
"ENSG00000268812","91370","LIF-AS2","LIF antisense RNA 2",-2.73081618312585,0.46722915070754,58.2240525115838,8.39544129443058e-05,0.00114916766289621
"ENSG00000224078",NA,NA,NA,-2.14479699310985,5.55600640312858,57.4153612650702,8.41501355348473e-05,0.00114916766289621
"ENSG00000024526","55635","DEPDC1","DEP domain containing 1",4.83302744573703,1.20853302056499,56.6947221843401,8.41741516017221e-05,0.00114916766289621
"ENSG00000233461","122526782","TSNAX-DT","TSNAX divergent transcript",-2.27052269381854,1.12823802940642,57.5494908665177,8.42030356810488e-05,0.00114916766289621
"ENSG00000234156",NA,NA,NA,-3.98880740153937,-1.08072369002211,38.4294039232068,8.4243790231303e-05,0.00114916766289621
"ENSG00000167861","283987","HID1","HID1 domain containing",4.6617170079257,1.43113730074583,57.9367038813752,8.42461477402813e-05,0.00114916766289621
"ENSG00000149948","8091","HMGA2","high mobility group AT-hook 2",1.20270241879567,7.66945619980964,57.3835796250433,8.43082497396276e-05,0.00114916766289621
"ENSG00000161542","5635","PRPSAP1","phosphoribosyl pyrophosphate synthetase associated protein 1",1.20791687336348,6.1918371261625,57.3806534959158,8.43229493864813e-05,0.00114916766289621
"ENSG00000109475","6164","RPL34","ribosomal protein L34",1.10720820779866,9.30692512700469,57.3708939786263,8.43716825386032e-05,0.00114916766289621
"ENSG00000159086","94104","PAXBP1","PAX3 and PAX7 binding protein 1",2.45843063511954,4.55160607389903,57.3698875339492,8.43876689165559e-05,0.00114916766289621
"ENSG00000125037","55831","EMC3","ER membrane protein complex subunit 3",-1.2888342625174,6.36347046368414,57.3674360163136,8.43890678958624e-05,0.00114916766289621
"ENSG00000108509","23125","CAMTA2","calmodulin binding transcription activator 2",-1.28768958486687,6.08051903463572,57.3329212977352,8.4562069655698e-05,0.00114959469623065
"ENSG00000133110","10631","POSTN","periostin",-2.39883256955194,6.87286080318426,57.3117881402888,8.46681955420174e-05,0.00114959469623065
"ENSG00000142188","757","TMEM50B","transmembrane protein 50B",1.56916273728539,5.92017764591673,57.3068340934102,8.46931329051723e-05,0.00114959469623065
"ENSG00000214530","10809","STARD10","StAR related lipid transfer domain containing 10",1.40890478513401,4.82406267331822,57.3002932571154,8.47265021964809e-05,0.00114959469623065
"ENSG00000205959",NA,NA,NA,2.42324136748531,0.643643794520886,57.6152418916255,8.47333270928849e-05,0.00114959469623065
"ENSG00000268655","101059948","SAXO3","stabilizer of axonemal microtubules 3",3.54009779710904,-0.470505349602382,53.0149200065909,8.48576651409193e-05,0.00115043196209497
"ENSG00000163216","6703","SPRR2D","small proline rich protein 2D",-4.78122672477712,-0.536248505063924,37.1874408658492,8.51067185587817e-05,0.00115212587646644
"ENSG00000073614","5927","KDM5A","lysine demethylase 5A",-1.37911807218691,6.9000163015201,57.2245379327015,8.51080465087076e-05,0.00115212587646644
"ENSG00000169057","4204","MECP2","methyl-CpG binding protein 2",1.06525267312039,6.5597544635686,57.1435379420851,8.55190539757858e-05,0.00115683727653548
"ENSG00000146067","54540","FAM193B","family with sequence similarity 193 member B",1.17984685151895,6.56434445243671,57.129417820225,8.55909610664869e-05,0.00115695802412904
"ENSG00000095932","284422","SMIM24","small integral membrane protein 24",3.05709717861578,-1.71879646788462,42.1120864314816,8.58276985917679e-05,0.00115917923251677
"ENSG00000175216","9793","CKAP5","cytoskeleton associated protein 5",1.99683409416846,3.73095318464708,57.0759076647659,8.58814880487387e-05,0.00115917923251677
"ENSG00000175348","56674","TMEM9B","TMEM9 domain family member B",-1.26699742579862,5.78715244929906,57.0325501983083,8.60864393734812e-05,0.00116024831831011
"ENSG00000137962","9411","ARHGAP29","Rho GTPase activating protein 29",2.38897400809099,3.82096700525599,57.0366816142272,8.6087014581202e-05,0.00116024831831011
"ENSG00000103335","9780","PIEZO1","piezo type mechanosensitive ion channel component 1 (Er blood group)",-1.14806085518341,7.96077796035872,57.0080318193101,8.62122162191509e-05,0.00116108387972566
"ENSG00000170498","3814","KISS1","KiSS-1 metastasis suppressor",6.00922048629771,-0.332938525488011,37.4810250131813,8.6358818148099e-05,0.00116220621932643
"ENSG00000165434","283209","PGM2L1","phosphoglucomutase 2 like 1",1.53405937121763,5.24520988835983,56.9427914088655,8.65488845725635e-05,0.00116308985882723
"ENSG00000156467","7381","UQCRB","ubiquinol-cytochrome c reductase binding protein",1.20001497843936,6.68386915868131,56.9422921650013,8.65511070776712e-05,0.00116308985882723
"ENSG00000127884","1892","ECHS1","enoyl-CoA hydratase, short chain 1",-1.01925992751501,6.49938091152712,56.8727366638067,8.69114821061784e-05,0.00116707889348721
"ENSG00000223802","10715","CERS1","ceramide synthase 1",-1.89226457372338,2.00787612647785,56.8303749284169,8.7270071032825e-05,0.00117103813358144
"ENSG00000198680","286319","TUSC1","tumor suppressor candidate 1",-1.79723675570202,5.27056850202788,56.7466829108992,8.75699571323779e-05,0.00117420446169473
"ENSG00000183783","386617","KCTD8","potassium channel tetramerization domain containing 8",-2.22813476771705,0.859413825709624,56.9133523366906,8.78474573742418e-05,0.00117706622316909
"ENSG00000117448","10327","AKR1A1","aldo-keto reductase family 1 member A1",1.34292698179241,6.04494211406529,56.6780121902386,8.79305190483043e-05,0.00117732043361323
"ENSG00000134809","26519","TIMM10","translocase of inner mitochondrial membrane 10",-1.12892056258436,5.78367700885472,56.6430884551737,8.81149195909553e-05,0.00117893013320164
"ENSG00000236617",NA,NA,NA,-3.46764490534504,-0.62136013944642,49.2024168825681,8.82445862737876e-05,0.00117980571313645
"ENSG00000227314","4439","MSH5","mutS homolog 5",9.45867556994758,0.405423266958914,99.8647950815412,8.8389001671513e-05,0.00118059794970402
"ENSG00000234546","102724571","LNCTAM34A","long non coding transcriptional activator of miR34a",-2.23885347950151,1.77542747249166,56.6314845098267,8.8432377724155e-05,0.00118059794970402
"ENSG00000128016","7538","ZFP36","ZFP36 zinc finger CCCH-type",1.61713782010569,4.32280201340148,56.5504078370616,8.8614613956189e-05,0.00118217171995294
"ENSG00000080546","27244","SESN1","sestrin 1",-1.5966461550894,4.07153568914271,56.4728563201981,8.90298012240978e-05,0.0011868486563764
"ENSG00000235385","109729169","LINC02154","long intergenic non-protein coding RNA 2154",-5.08533547921717,0.852240842677669,49.4275920121989,8.91237027727307e-05,0.00118703643854243
"ENSG00000131747","7153","TOP2A","DNA topoisomerase II alpha",3.71005575613338,3.89741041617102,56.4571194074777,8.91731238534865e-05,0.00118703643854243
"ENSG00000261659",NA,NA,NA,-2.70914818451725,0.955528583027152,56.801269176062,8.92659789379656e-05,0.00118741204423637
"ENSG00000258701","196872","VESTAR","VEGFC mRNA stability associated lncRNA",-2.03264419583568,1.41894784067699,56.4606160252554,8.94283075757085e-05,0.00118871057175526
"ENSG00000215218","134111","UBE2QL1","ubiquitin conjugating enzyme E2 QL1",-2.73681409167757,0.959938049529905,56.744578073123,8.9648450706121e-05,0.00118932977102607
"ENSG00000237013","101927701","LINC01812","long intergenic non-protein coding RNA 1812",3.66079561109828,0.171578021857547,55.8717165409413,8.97025607298143e-05,0.00118932977102607
"ENSG00000272617",NA,NA,NA,-1.50329428478661,5.13460095344065,56.3428021566282,8.97207274520135e-05,0.00118932977102607
"ENSG00000241860",NA,NA,NA,2.02338996913198,1.53555900871919,56.3846597867942,8.97338629636434e-05,0.00118932977102607
"ENSG00000241043",NA,NA,NA,-2.89788871081705,0.175126785722202,57.0383388019922,9.01061246760081e-05,0.00119340267505283
"ENSG00000138439","150864","FAM117B","family with sequence similarity 117 member B",1.97225954374045,3.92505566964825,56.0900032427442,9.11132739334887e-05,0.00120536689061501
"ENSG00000161920","400569","MED11","mediator complex subunit 11",-1.62557897379474,3.64845347615113,56.085991774215,9.11406973905418e-05,0.00120536689061501
"ENSG00000163257","54876","DCAF16","DDB1 and CUL4 associated factor 16",1.43433200079246,3.87485296043694,55.9817072467319,9.17093960803275e-05,0.00121201554388174
"ENSG00000273294","100534612","C1QTNF3-AMACR","C1QTNF3-AMACR readthrough (NMD candidate)",9.51422095340128,0.459098398627293,98.4320939006942,9.18601664808493e-05,0.00121313534022516
"ENSG00000151632","1646","AKR1C2","aldo-keto reductase family 1 member C2",-2.24634240070595,3.21555479107121,55.9466039912492,9.19372235720427e-05,0.0012132807449845
"ENSG00000130204","10452","TOMM40","translocase of outer mitochondrial membrane 40",-1.23871587640323,7.11883474068737,55.8945919681623,9.21858128764093e-05,0.00121568799895164
"ENSG00000176125","402682","UFSP1","UFM1 specific peptidase 1",-2.44102138904701,1.68455281760904,55.9432868112955,9.22905720058464e-05,0.00121578136655102
"ENSG00000205746","353512","PKD1P4","polycystin 1, transient receptor potential channel interacting pseudogene 4",2.16800354228497,3.58110055326062,55.8609572449684,9.23982392137149e-05,0.00121578136655102
"ENSG00000174600","1240","CMKLR1","chemerin chemokine-like receptor 1",-5.68765747013884,-1.19102355552905,52.997547880562,9.24850329224116e-05,0.00121578136655102
"ENSG00000234851","647099","RPL23AP42","ribosomal protein L23a pseudogene 42",1.03940255169414,8.14041733499606,55.8388904771429,9.24981561748925e-05,0.00121578136655102
"ENSG00000251194",NA,NA,NA,2.41946635520103,0.186022743213076,56.4316912673783,9.25862852872695e-05,0.00121578136655102
"ENSG00000260179",NA,NA,NA,2.48100292830968,1.13539979528883,55.9571707446014,9.25899908440326e-05,0.00121578136655102
"ENSG00000235590","149775","GNAS-AS1","GNAS antisense RNA 1",3.38824404347856,-0.153769398043454,54.9681284663819,9.26823790200071e-05,0.00121612521614109
"ENSG00000225031",NA,NA,NA,2.28006706290517,0.917343391479567,55.9216000385986,9.28769096715985e-05,0.00121780787342417
"ENSG00000136827","1861","TOR1A","torsin family 1 member A",-1.40706255994572,5.60970065891961,55.692170731057,9.33276444290247e-05,0.00122284509854578
"ENSG00000168468","1388","ATF6B","activating transcription factor 6 beta",-1.60221160298404,4.30087661698515,55.6643841357192,9.34945300779994e-05,0.0012241586012351
"ENSG00000186453","653140","FAM228A","family with sequence similarity 228 member A",2.94553549713382,1.56174730992377,55.7458409903991,9.3732803055634e-05,0.00122640426790028
"ENSG00000068028","11186","RASSF1","Ras association domain family member 1",1.26173278580181,7.01426839233941,55.6032513382811,9.38345091172715e-05,0.00122686116191052
"ENSG00000279508",NA,NA,NA,-2.01132531086869,6.12475727108698,55.578074668248,9.39789449695822e-05,0.00122787568925407
"ENSG00000242516","401074","LINC00960","long intergenic non-protein coding RNA 960",-2.57862375349238,1.27766725825095,55.7180386627697,9.41210211768331e-05,0.00122885796660869
"ENSG00000165959","79789","CLMN","calmin",3.9045753194899,1.99191168320789,55.6971652018515,9.48429414820682e-05,0.00123595170316194
"ENSG00000154978","81552","VOPP1","VOPP1 WW domain binding protein",-1.08454777809752,7.87953880742259,55.4277311786587,9.48457592560014e-05,0.00123595170316194
"ENSG00000258056","105369779","CD63-AS1","CD63 antisense RNA 1",-1.97084635321413,2.30819008393857,55.4229268847786,9.49839522838876e-05,0.00123595170316194
"ENSG00000040341","27067","STAU2","staufen double-stranded RNA binding protein 2",1.76032531128142,4.41146671723418,55.4026257004178,9.500029190053e-05,0.00123595170316194
"ENSG00000276541","50840","TAS2R14","taste 2 receptor member 14",-2.4786184741201,0.280534371134028,56.1220105917692,9.50007514896389e-05,0.00123595170316194
"ENSG00000241343","6173","RPL36A","ribosomal protein L36a",1.11798614963715,8.27178233686338,55.3674830429979,9.51960498991707e-05,0.00123719895066617
"ENSG00000124920","745","MYRF","myelin regulatory factor",3.43290877091136,0.183270210599442,55.6454500323779,9.52313182494267e-05,0.00123719895066617
"ENSG00000151025","57512","GPR158","G protein-coupled receptor 158",-4.23122485626099,-1.4953116965011,35.3221676450164,9.53831663223866e-05,0.00123829594723833
"ENSG00000261888",NA,NA,NA,-3.5522822335251,3.45611517191688,55.3444711319927,9.54618949452662e-05,0.00123843967915629
"ENSG00000110108","79073","TMEM109","transmembrane protein 109",-1.17095001007018,6.63506907350234,55.3006978677959,9.55863175704203e-05,0.00123843967915629
"ENSG00000144895","83939","EIF2A","eukaryotic translation initiation factor 2A",1.2160656602771,6.2841534249676,55.2989659407357,9.55964869375946e-05,0.00123843967915629
"ENSG00000159263","6493","SIM2","SIM bHLH transcription factor 2",2.44590717904045,2.25726675851765,55.2888861782462,9.58029384185888e-05,0.00123960968194478
"ENSG00000143429",NA,NA,NA,-1.78218789224452,4.01114940487108,55.2631441542946,9.58217609342185e-05,0.00123960968194478
"ENSG00000254901","729991","BORCS8","BLOC-1 related complex subunit 8",-2.21327253719665,4.3574551963578,55.2133562959285,9.61147517784064e-05,0.00124252497548862
"ENSG00000134508","91768","CABLES1","Cdk5 and Abl enzyme substrate 1",-4.586732175811,2.85897443613284,55.4181552065631,9.63450419557694e-05,0.00124462617491384
"ENSG00000143382","54507","ADAMTSL4","ADAMTS like 4",2.58227557789677,6.34731802793776,55.1306497211867,9.65892619492526e-05,0.0012469042459647
"ENSG00000113273","411","ARSB","arylsulfatase B",-1.37072767681098,5.46364957244073,55.0805961700821,9.68870145064249e-05,0.00124986970258639
"ENSG00000106089","6804","STX1A","syntaxin 1A",1.40546540290768,6.03542329755578,55.0192389156157,9.72532923915249e-05,0.00125171739421971
"ENSG00000158710","8407","TAGLN2","transgelin 2",-1.18963459576128,9.70103030472057,55.0142904142025,9.7282795087476e-05,0.00125171739421971
"ENSG00000168653","4725","NDUFS5","NADH:ubiquinone oxidoreductase subunit S5",-0.933391645210265,7.98783962674014,55.008469676515,9.73176736248518e-05,0.00125171739421971
"ENSG00000141510","7157","TP53","tumor protein p53",-1.87533956326651,3.67724248716143,55.0061079924949,9.73522298406811e-05,0.00125171739421971
"ENSG00000152056","130340","AP1S3","adaptor related protein complex 1 subunit sigma 3",-1.39530920434384,4.62593445936087,55.0009783416707,9.73709393761545e-05,0.00125171739421971
"ENSG00000174886","126328","NDUFA11","NADH:ubiquinone oxidoreductase subunit A11",-1.4014133083109,7.22823810183721,54.9651430903142,9.75777625275298e-05,0.00125237405813849
"ENSG00000162813","10380","BPNT1","3'(2'), 5'-bisphosphate nucleotidase 1",-1.26226685681015,4.72123955529017,54.9639054138009,9.7586061968107e-05,0.00125237405813849
"ENSG00000257727","10330","CNPY2","canopy FGF signaling regulator 2",-1.32697304500901,6.28355794041388,54.9529828347053,9.76509879181907e-05,0.00125237405813849
"ENSG00000149823","738","VPS51","VPS51 subunit of GARP complex",1.49188321423716,7.37663379304242,54.9457040544586,9.76947210295294e-05,0.00125237405813849
"ENSG00000196421","284739","C20orf204","chromosome 20 open reading frame 204",2.07972820998892,1.20533124107037,54.931333782941,9.82017769879257e-05,0.00125778150975607
"ENSG00000064393","28996","HIPK2","homeodomain interacting protein kinase 2",-1.0055274836139,7.50626330624166,54.8343326276974,9.8368275997903e-05,0.00125778150975607
"ENSG00000185883","527","ATP6V0C","ATPase H+ transporting V0 subunit c",-1.05811675790501,7.84419483644864,54.8279181261345,9.84072432065329e-05,0.00125778150975607
"ENSG00000280161",NA,NA,NA,-2.36279023223367,0.393925797802591,55.3797263009081,9.84533650369855e-05,0.00125778150975607
"ENSG00000159259","8208","CHAF1B","chromatin assembly factor 1 subunit B",2.06747930295252,2.23777698826502,54.827495493189,9.85193356899498e-05,0.00125778150975607
"ENSG00000165633","196740","VSTM4","V-set and transmembrane domain containing 4",-1.41555342028802,5.40550017235392,54.8082314030936,9.85273594196507e-05,0.00125778150975607
"ENSG00000115648","79083","MLPH","melanophilin",1.18343459089916,6.76431184392448,54.7871772902567,9.86552596072344e-05,0.0012578184125157
"ENSG00000075426","2355","FOSL2","FOS like 2, AP-1 transcription factor subunit",-1.08950468322985,7.78653169407413,54.7852151294578,9.86671928380577e-05,0.0012578184125157
"ENSG00000140307","2958","GTF2A2","general transcription factor IIA subunit 2",-1.14409308228401,5.38622850941001,54.7315854130983,9.89952002400725e-05,0.00126112470763532
"ENSG00000100629","145508","CEP128","centrosomal protein 128",3.92134657975834,0.29091495167286,53.7227324203936,9.91188315837619e-05,0.00126182462660687
"ENSG00000183876","340075","ARSI","arylsulfatase family member I",-2.30574663201991,2.95602519166678,54.6976513353032,9.92717731542062e-05,0.0012628964493371
"ENSG00000038427","1462","VCAN","versican",-1.47249208068703,9.578773154424,54.6518713744547,9.94844983193025e-05,0.0012639606999921
"ENSG00000153495","121793","TEX29","testis expressed 29",4.40483939213727,-0.0589052769090388,46.9441860299881,9.94930414909401e-05,0.0012639606999921
"ENSG00000100077","157","GRK3","G protein-coupled receptor kinase 3",1.57555022782133,4.4218572343472,54.627262356136,9.96451050888639e-05,0.00126501767828779
"ENSG00000237765","285550","FAM200B","family with sequence similarity 200 member B",-1.15309845270561,5.28932619968118,54.5801429879413,9.99280641292844e-05,0.00126773379699928
"ENSG00000126088","7389","UROD","uroporphyrinogen decarboxylase",-1.56229827185624,6.15631109075445,54.5232932220649,0.00010028087995214,0.0012713317906976
"ENSG00000134070","3656","IRAK2","interleukin 1 receptor associated kinase 2",1.16664622739248,5.10176739465902,54.4811128879056,0.000100544090767089,0.00127299995466395
"ENSG00000178057","25915","NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3",-1.85729593897837,5.69067002532393,54.4799960136151,0.000100551057932356,0.00127299995466395
"ENSG00000239672","4830","NME1","NME/NM23 nucleoside diphosphate kinase 1",-1.29207636950402,6.84820370751369,54.4468810044697,0.000100757767573477,0.00127399286138284
"ENSG00000100298","164668","APOBEC3H","apolipoprotein B mRNA editing enzyme catalytic subunit 3H",-5.81953067594615,-1.1769163646791,55.1200772149543,0.00010081733339386,0.00127399286138284
"ENSG00000185813","5833","PCYT2","phosphate cytidylyltransferase 2, ethanolamine",2.21746801006226,1.93388353444856,54.4599381996019,0.000100863921559158,0.00127399286138284
"ENSG00000118515","6446","SGK1","serum/glucocorticoid regulated kinase 1",-2.29620193072574,6.96903848445922,54.4230958362815,0.000100906892395864,0.00127399286138284
"ENSG00000117242","100861548","PINK1-AS","PINK1 antisense RNA",-1.96318222466123,3.28636310991059,54.4140222224425,0.000101000414753614,0.00127429781526366
"ENSG00000159212","54102","CLIC6","chloride intracellular channel 6",-3.75172362874334,-0.916093596415703,40.6242789246698,0.000101508221691837,0.0012787586403544
"ENSG00000093010","1312","COMT","catechol-O-methyltransferase",-1.23074738959542,6.93305312937444,54.3275501544074,0.000101508426303698,0.0012787586403544
"ENSG00000145147","9353","SLIT2","slit guidance ligand 2",-2.12323479217959,6.33253069626495,54.3183459222069,0.000101566801805789,0.0012787586403544
"ENSG00000162769","28982","FLVCR1","FLVCR choline and heme transporter 1",1.45952104001703,4.41955265214516,54.299632646957,0.000101693874156538,0.0012787586403544
"ENSG00000140688","64755","RUSF1","RUS family member 1",1.28723894167362,7.03000971460706,54.2879474268493,0.000101759103071635,0.0012787586403544
"ENSG00000271254","124905564","LOC124905564","neuroblastoma breakpoint family member 1-like",1.51905810156867,3.01333205399787,54.2915005924253,0.000101771645737514,0.0012787586403544
"ENSG00000223551","7118","TMSB4XP4","TMSB4X pseudogene 4",-2.49437899379524,2.5834090161289,54.2826832648132,0.000101930252522643,0.00127970524592604
"ENSG00000196562","55959","SULF2","sulfatase 2",-12.1075415697743,3.01920702040335,94.5824221772292,0.000102075671233303,0.00127970524592604
"ENSG00000214941","125150","ZSWIM7","zinc finger SWIM-type containing 7",-1.82054543560405,4.22968017686599,54.2341937673907,0.000102111154080866,0.00127970524592604
"ENSG00000067141","4756","NEO1","neogenin 1",-3.37388143782661,3.99697709618528,54.2394010648243,0.000102125633670527,0.00127970524592604
"ENSG00000234456","100505881","MAGI2-AS3","MAGI2 antisense RNA 3",-1.28447561556843,4.83805196773999,54.2049348026068,0.00010228788686839,0.00128036035979961
"ENSG00000136367","85446","ZFHX2","zinc finger homeobox 2",-2.85784107722582,0.139774298997583,54.9192155186494,0.000102317311278489,0.00128036035979961
"ENSG00000136695","26525","IL36RN","interleukin 36 receptor antagonist",-6.23239012476203,4.08918529130126,54.6310012253544,0.000102419178458105,0.00128056120000212
"ENSG00000014257","55","ACP3","acid phosphatase 3",-2.54605987736609,3.19264840699678,54.1860277710578,0.000102472779749761,0.00128056120000212
"ENSG00000243716","100132247","NPIPB5","nuclear pore complex interacting protein family member B5",1.11401201878964,7.20841317579035,54.1602581929117,0.000102572716172094,0.00128093867850535
"ENSG00000271780",NA,NA,NA,-9.39348128261448,0.369093567372344,94.3593869955105,0.000102811407882215,0.00128246340088131
"ENSG00000198931","353","APRT","adenine phosphoribosyltransferase",-1.1431338958677,6.75886760170091,54.1014527205827,0.000102950210435464,0.00128246340088131
"ENSG00000115561","51652","CHMP3","charged multivesicular body protein 3",-1.04754202252092,7.13412284574221,54.092338984013,0.000103008845280427,0.00128246340088131
"ENSG00000179362",NA,NA,NA,3.6529975749041,1.45833884124589,54.5082402433647,0.000103092787529309,0.00128246340088131
