"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046785","microtubule polymerization","27/1913","92/12494",0.293478260869565,1.91673674401691,3.75249555754886,0.000446709024459754,0.0320686746150897,0.0320686746150897,"55835/2801/55125/55559/79441/22974/11076/54930/23122/4137/55142/3303/3304/100506658/653784/27175/7756/23354/2288/4204/9793/2242/54820/10426/81565/114791/440145",27
"GO:0000076","DNA replication checkpoint signaling","10/1913","21/12494",0.476190476190476,3.11004903791103,4.11475737682681,0.000480288954600128,0.034000455577734,0.034000455577734,"5984/9656/5983/29980/11073/81620/5985/63967/10926/8318",10
"GO:0007099","centriole replication","16/1913","44/12494",0.363636363636364,2.37494653804115,3.88467751803941,0.00049618819978519,0.0346448117028098,0.0346448117028098,"55835/55125/7840/64793/80817/22995/4869/4591/79959/10733/80254/55722/197335/1017/152185/163786",16
"GO:0090329","regulation of DNA-templated DNA replication","15/1913","40/12494",0.375,2.44916361735494,3.90319712216511,0.000505620113442016,0.0348262934893778,0.0348262934893778,"4171/177/4174/91607/3980/54617/51053/81620/51514/4175/10926/8450/4172/4176/144455",15
"GO:1901988","negative regulation of cell cycle phase transition","53/1913","223/12494",0.237668161434978,1.55223523730717,3.53805081505628,0.000553468587854189,0.0376137252305707,0.0376137252305707,"4361/1869/54888/84936/2177/9088/84142/5984/1111/5888/983/9319/23376/79968/9656/91607/5983/60561/29997/7756/29980/11073/9212/9735/27183/1032/146956/55143/81620/5347/5985/63967/51514/83540/641/991/10926/147841/8318/8899/57082/4085/80254/1407/1017/144455/26272/4582/580/10403/51720/84126/332",53
"GO:0019884","antigen processing and presentation of exogenous antigen","11/1913","25/12494",0.44,2.8736853110298,3.98729475808053,0.000584003041442944,0.0391666250294037,0.0391666250294037,"3134/3106/3105/3107/3123/3133/3115/567/3108/3551/50856",11
"GO:0044770","cell cycle phase transition","96/1913","459/12494",0.209150326797386,1.36598232253347,3.39680723723901,0.000667272947737982,0.0441700027872792,0.0441700027872792,"1978/11186/9833/55835/4361/1869/54888/84936/5292/225689/4751/79935/9134/10763/55274/2177/9088/81610/84142/5984/23122/1111/5888/983/1027/9319/1033/11187/23376/79968/9656/91607/6198/5983/60561/10983/29997/8881/54617/6790/7756/29980/11073/4869/9212/6502/9735/1654/27183/1032/890/6240/146956/55143/81620/134353/5347/5985/126520/63967/6241/57695/51514/83540/899/641/991/10926/147841/11065/8318/8899/57082/8450/4085/80254/10657/1407/6603/1017/144455/26272/286053/4582/27085/55844/9700/580/79915/10403/54443/51720/163786/9787/84126/332",96
"GO:0007088","regulation of mitotic nuclear division","28/1913","99/12494",0.282828282828283,1.84718064069868,3.59830400753878,0.000680908625259811,0.0442864322361137,0.0442864322361137,"9585/4751/9088/1111/9319/8881/6790/7756/157313/9212/9735/55143/5347/10040/83540/991/147841/11065/8899/57082/4085/286053/9700/51203/10403/9787/4288/332",28
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","13/1913","33/12494",0.393939393939394,2.57285874954458,3.84678348024965,0.000686409289121637,0.0442864322361137,0.0442864322361137,"4361/84142/1111/983/60561/29997/29980/11073/5347/63967/51514/641/51720",13
"GO:0051783","regulation of nuclear division","29/1913","104/12494",0.278846153846154,1.82117294623829,3.57555240175129,0.000709478343373707,0.0452026389521973,0.0452026389521973,"10635/9585/4751/9088/1111/9319/8881/6790/7756/157313/9212/9735/55143/5347/10040/83540/991/147841/11065/8899/57082/4085/286053/9700/51203/10403/9787/4288/332",29
"GO:0046165","alcohol biosynthetic process","30/1913","109/12494",0.275229357798165,1.79755127879262,3.55591488467864,0.000733795112359988,0.0461747368851711,0.0461747368851711,"51478/1594/1595/55331/51141/51477/6307/4597/1717/6721/5563/10682/3157/5106/3952/6309/1593/9517/3422/4923/27122/56624/4598/6713/2224/3156/10299/2222/1718/23541",30
"GO:1900152","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","7/1913","12/12494",0.583333333333333,3.80981007144102,4.14050197901939,0.000758762058746351,0.0471635391881726,0.0471635391881726,"3192/26986/10642/4904/7812/11044/3184",7
"GO:0051983","regulation of chromosome segregation","32/1913","119/12494",0.26890756302521,1.75626298611447,3.52453006773142,0.000770409082854039,0.0473105433169522,0.0473105433169522,"225689/55274/3192/983/9319/11004/8881/7756/9212/9735/55143/5347/83540/23137/991/54892/1459/147841/11065/10051/8899/57082/56852/4085/6603/286053/23397/55844/9700/10403/9787/332",32
